FECHA,HORA,AUTO DESIGNADO,NOMBRE RESERVA,ORIGEN,DESTINO,ESTADO,COMENTARIOS
2025-02-25,12:30:00,,Melissa + 1,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-25,12:30:00,,Fran Comesaña,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,12:30:00,,Miguel Retamales + 12 (4 Autos),HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-25,12:30:00,,Tomak + Dimitar,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-25,12:30:00,,Miro Bratoev,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-25,12:30:00,,Andreozzi,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,12:30:00,,Francisco Cerundolo + 2,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,12:30:00,,Mariano Navone,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,12:30:00,,Nahuel,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-25,13:00:00,,Javier Frana,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,13:00:00,,Theo Arribage,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,13:30:00,,Luisa,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,13:30:00,,Aline Rocha,HOTEL VITACURA,CLUB HOUSE,CANCELADO,
2025-02-25,13:30:00,,Karol Drzewiecki,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,13:30:00,,Shevchenko +1,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,13:30:00,,Azul Garcia ,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,14:30:00,,Hawkeye,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-25,14:30:00,,Claudio García,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,15:00:00,,Joao Duarte,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-25,15:00:00,,Matias Soto,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,15:30:00,,"Nico Jarry
Dirección:
El Golf de manquehue 9750, Casa 202",OTRO,CLUB HOUSE,OK,
2025-02-25,17:30:00,,Coria + 1,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,18:00:00,,Dante Genaro,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,18:30:00,,Leonardo Mayer,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-25,21:30:00,,Diego Hidalgo,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-26,09:00:00,HANS,Moutet + 2,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-26,09:30:00,,Thiago Tirante,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,09:30:00,,Pedro Martinez,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,09:30:00,,Dante Gennaro,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,09:30:00,,Pol Martin,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,09:30:00,,Luciano Darderi,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,09:30:00,,Ignacio Buse,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,10:00:00,,Djere,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,10:00:00,,Sebastián Prieto,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-26,10:00:00,,Fran Comesaña,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,10:00:00,,Kilian +2,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,10:00:00,,Joao Duarte,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,10:00:00,,Hawkeye,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,10:30:00,,Javier Frana,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,10:30:00,,Tomas Etcheverry,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,10:30:00,,Orlando luz,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,10:30:00,,Arnau,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,11:00:00,,Wallner + Schnaitter ,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,11:00:00,,Molteni y Gonzales ,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,11:00:00,,Gregoire Jacq,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,11:00:00,,Francisco Cabral + 2,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,11:00:00,,Burruchaga + Coach,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,11:00:00,,Jp Smith + 2,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,11:00:00,,Francisco Cerundolo + 2,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,11:00:00,,Dzumhur Damir + 1,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,11:00:00,,Felipe Meligeni,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,11:00:00,,Crionet (2 autos),HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,11:30:00,,Karol Drzewiecki,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,11:30:00,,Camilo Carabelli,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,11:30:00,,Wallner + Schnaitter,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,11:30:00,,Fran + Jorge Ducci,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,11:30:00,,Coria,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,11:30:00,,Rogerio Santos,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,11:30:00,,Crionet ,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,11:30:00,,Mariano + Tilly,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,12:00:00,,Yannick Hanfmann,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,12:00:00,,Monteiro + 2,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,12:00:00,,Damian Steiner + Arnau G,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,12:00:00,,Nahuel + Ale,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,12:30:00,,Analia Vera,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,12:30:00,,Juampa Ficovich,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-26,12:30:00,,Staff ATP (2 autos),HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,12:30:00,,Melissa,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,13:30:00,,Theo Arribage,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,13:30:00,,Andreozzi,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,13:30:00,,Mariano Navone,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,13:30:00,,Gonzalo,HOTEL BOSQUE,AEROPUERTO,CANCELADO,
2025-02-26,13:30:00,,Staff ATP (2 Autos),HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,13:30:00,,Hawkeye,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,14:00:00,,Familia Frana,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,14:30:00,,Miro Bratoev,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,15:00:00,,Juan Manuel Cerundolo,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-26,15:00:00,,Azul García ,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,16:00:00,,Kilian Feldbausch,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,16:30:00,,Matias Soto (Nacional),HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-26,17:00:00,,Orlando Luz,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,17:00:00,,Tomás  Etcheverry ,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,17:00:00,,Adao Chagas,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-26,18:00:00,,Jeff Coetzee,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-26,18:15:00,SEBASTIAN R,Felipe Melligeni (Auto Grande),HOTEL VITACURA,AEROPUERTO,OK,
2025-02-26,19:00:00,ARIADNA,Coach Jarry,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-26,19:30:00,TOMÁS,Luciano Darderi ,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-26,19:30:00,RODRIGO ,Burruchaga,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-26,20:15:00,,Shevchenko Alex,HOTEL BOSQUE,AEROPUERTO,CANCELADO,
2025-02-26,21:00:00,SANTIAGO ,Hugo Gastón + 1,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-26,23:30:00,VANESSA,Joao Duarte (2 Autos),HOTEL VITACURA,AEROPUERTO,OK,
2025-02-27,08:00:00,VICTOR,Gonzalo Escobar,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,08:30:00,VANESSA,Matias Soto,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,08:30:00,SEBASTIAN R,Kilian Feldbausch (Auto Grande o 2 autos),HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,08:30:00,SANTIAGO ,Shevchenko's coach,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,08:45:00,ALONSO,Fernando Romboli,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,09:30:00,,Gregoire Jacq,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,09:30:00,,Dante Genaro,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,09:40:00,,Iñigo Cervantes,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,10:00:00,,Domoliner y Zorrman,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,10:00:00,,Yannick Hanfmann (Auto Grande),HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,10:00:00,JUAN PABLO,Ignacio Buse,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-27,10:00:00,,Francisco Cabral +1,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,10:15:00,,Karol Drzewiecki + 1 (Auto Grande),HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,10:30:00,,Alexandra Granda,HOTEL VITACURA,AEROPUERTO,OK,
2025-02-27,10:30:00,,Pol Martin,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,10:30:00,,Mariano Navone,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,11:00:00,,Fran Comesaña,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,11:00:00,,Molteni y Gonzales,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,11:00:00,,Crionet (2 Autos),HOTEL VITACURA,HOTEL BOSQUE,OK,
2025-02-27,11:00:00,,Wallner + Schnaitter,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,11:00:00,,Dzumhur Damir +1,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,11:00:00,,Barrientos,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,11:30:00,,Djere,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,11:30:00,,Hawkaye,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-27,11:30:00,,Tomás Etcheverry,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,11:30:00,,Crionet ,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-27,11:30:00,,Fran Piantini,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,11:30:00,,Rogerio Santos,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-27,11:30:00,,Coria + 1,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,12:00:00,,Javier Frana,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,12:00:00,,Damian Steiner,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-27,12:00:00,,Nahuel Physio,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-27,12:00:00,,Orlando Luz (auto grande),HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,12:00:00,,Mariano Bruno + Tilly,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-27,12:30:00,,Rafael Maia (2 Autos),HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-27,12:30:00,,Alejandro Physio,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-27,12:30:00,,Ryann,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,12:30:00,,Andreozzi,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,12:30:00,,Jaime Faria,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,13:00:00,,Fabian Coach Carabelli,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,13:00:00,,Melissa,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-27,13:00:00,,Monteiro +2,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,13:00:00,,Fran Cerundolo + 1,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,13:00:00,,Theo arribage,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,13:00:00,,Jp Smith,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,13:00:00,,Azul García ,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,13:30:00,,Thiago Tirante (Auto Grande),HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,13:30:00,,Greg Allensworth (2 Autos),HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-27,14:00:00,,Hawkeye,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-27,14:00:00,,Jorge Ducci,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,14:00:00,,Susana,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,14:00:00,,Monteiro ,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,17:30:00,,Coria,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-27,18:30:00,,Coach Jarry,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,19:00:00,SANTIAGO ,Azul García ,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,19:15:00,DIEGO,Thiago Tirante,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,20:30:00,ALONSO,Pedro Martinez,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-27,21:00:00,,Moutet +2 |   Ave. las Condes 10557,OTRO,AEROPUERTO,OK,
2025-02-28,06:00:00,VICTOR,Fran Comesaña,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-28,09:00:00,,Hawkeye,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-28,09:30:00,,Jaime Faria ,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,10:00:00,,Djere ,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,10:00:00,,Javier Frana,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,10:00:00,,Rafa Maia,HOTEL VITACURA,CLUB HOUSE,CANCELADO,
2025-02-28,10:30:00,,Molteni + 2,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,10:30:00,,Tomás Etcheverry ,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,11:00:00,,Fran Cerundolo +2,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,11:00:00,,Wallner,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,11:00:00,,Jp Smith +1,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,11:00:00,,Ryann,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,11:30:00,,Crionet (3 Autos),HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-28,12:00:00,,Arnau,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-28,12:00:00,,Damian Steiner,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-28,12:00:00,,Nahuel,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-28,12:00:00,,Andreozzi,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,12:00:00,,Mariano + Tilly ,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-28,12:30:00,,Patricio Estevez,HOTEL VITACURA,AEROPUERTO,OK,
2025-02-28,12:30:00,,Hawkeye,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-28,12:30:00,,Jorge Ducci,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,12:30:00,,Rafael Maia (2 Autos),HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-28,12:30:00,,Barrientos Bollipalli,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,13:00:00,,"Ignacio Buse (Primero pasar por el bosque
 por Pol Martin 12:45)
",HOTEL VITACURA,AEROPUERTO,OK,
2025-02-28,13:00:00,,Melissa,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-28,13:00:00,,Coach Carabelli,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,13:00:00,,Theo Arribage ,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,13:30:00,,Fabio Souza,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-28,13:30:00,,Fernando Barón,HOTEL VITACURA,CLUB HOUSE,OK,
2025-02-28,13:30:00,,Familia Frana,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,15:00:00,,Dimitar Trifunovski Dirección: San isidro 96,HOTEL VITACURA,OTRO,OK,
2025-02-28,15:00:00,,Susana,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,15:30:00,,Familia Frana,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,16:30:00,,Coria,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,17:00:00,,Dzumhur Damir,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-02-28,19:45:00,,Mariano Navone,HOTEL BOSQUE,AEROPUERTO,OK,
2025-02-28,20:30:00,,Jp Smith,HOTEL BOSQUE,AEROPUERTO,OK,
2025-03-01,06:15:00,VICTOR,Andreozzi,HOTEL BOSQUE,AEROPUERTO,CANCELADO,
2025-03-01,08:00:00,SANTIAGO ,Hawkeye,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-01,08:00:00,JUAN PABLO,Hawkeye,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-01,08:30:00,ALONSO,Marcelo Zormann,HOTEL BOSQUE,AEROPUERTO,OK,
2025-03-01,08:45:00,LUCAS,Monteiro + 2,HOTEL BOSQUE,AEROPUERTO,OK,
2025-03-01,09:00:00,TOMÁS,Demoliner,HOTEL BOSQUE,AEROPUERTO,OK,
2025-03-01,09:15:00,BENJAMIN,Wallner,HOTEL BOSQUE,AEROPUERTO,OK,
2025-03-01,10:00:00,IGNACIO,Mariano Bruno,HOTEL VITACURA,AEROPUERTO,OK,
2025-03-01,10:30:00,,Molteni Gonzalez (2 Autos),HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-01,11:30:00,,Bollipalli +1,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-03-01,11:30:00,,Tenista,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-03-01,12:00:00,,Coria ±1,HOTEL BOSQUE,OTRO,OK,
2025-03-01,13:00:00,,Nahuel,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-01,13:00:00,,Cerundolo + 2,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-03-01,13:00:00,,Crionet 3 autos,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-01,13:00:00,,Rogerio y Rafael 2 autos,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-01,13:30:00,,Hawkeye ,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-01,14:00:00,,Camilo ugo +1,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-03-01,14:00:00,,Matías y melissa,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-01,14:00:00,,Hawkeye,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-01,14:00:00,,Aline Rocha,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-03-01,14:15:00,,Djere,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-03-01,14:30:00,,Jaime Faria,HOTEL BOSQUE,AEROPUERTO,OK,
2025-03-01,15:30:00,,Tilly,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-01,16:30:00,,Javiera Frana,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-03-01,17:00:00,,Ada's Chagas,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-01,17:15:00,,Andrés Romañuk,HOTEL BOSQUE,AEROPUERTO,OK,
2025-03-01,18:00:00,,Jose sierra,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-01,20:15:00,,Jamie Cerretani,HOTEL BOSQUE,AEROPUERTO,OK,
2025-03-01,21:00:00,,Dzumhur Damir,HOTEL BOSQUE,AEROPUERTO,OK,
2025-03-02,06:30:00,,Francisco Cerundolo +2 (Auto Grande),HOTEL BOSQUE,AEROPUERTO,OK,
2025-03-02,10:00:00,,Theo Arribage ,HOTEL BOSQUE,AEROPUERTO,OK,
2025-03-02,11:00:00,,Fernando Barón ,HOTEL VITACURA,AEROPUERTO,OK,
2025-03-02,11:00:00,,Frana,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-03-02,15:30:00,,Djere,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-03-02,17:00:00,,Hawkeye,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-02,17:00:00,,Rogerio Santos,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-02,17:00:00,,Tilly,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-02,17:00:00,,Crionet (3 Autos),HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-02,18:00:00,,José Miguel Sierra +1,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-02,18:00:00,,Damian Steiner +4 (2 Autos),HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-02,18:00:00,,Melissa,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-02,18:00:00,,Nahuel,HOTEL VITACURA,CLUB HOUSE,OK,
2025-03-02,18:00:00,,Jorge Salkeld,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-03-02,18:00:00,,Frana,HOTEL BOSQUE,CLUB HOUSE,OK,
2025-03-02,19:30:00,,Dimitar Trifunovski ,HOTEL VITACURA,AEROPUERTO,OK,
2025-03-03,06:00:00,LUCAS,Damian steiner +2 y Tilly (Auto Grande),HOTEL VITACURA,AEROPUERTO,OK,
2025-03-03,07:30:00,SEBASTIAN R,Rafael Maia ,HOTEL VITACURA,AEROPUERTO,OK,
2025-03-03,09:45:00,VANESSA,Frana,HOTEL BOSQUE,AEROPUERTO,OK,
2025-03-03,10:00:00,TOMÁS,Jorge Salked +1,HOTEL BOSQUE,AEROPUERTO,OK,
2025-03-03,10:00:00,IMANOL,Crionet,HOTEL VITACURA,AEROPUERTO,OK,
2025-03-03,14:00:00,LUCAS,Hawkeye 2 personas,HOTEL VITACURA,AEROPUERTO,OK,
2025-03-03,15:15:00,SEBASTIAN R,Tomek Tarapacá 1331,HOTEL VITACURA,OTRO,OK,
2025-03-03,17:00:00,IMANOL,Crionet (2 Autos Grandes + 1 chico),HOTEL VITACURA,AEROPUERTO,OK,
2025-03-03,17:30:00,SEBASTIAN R,Antonio Mertellone (Crionet),HOTEL VITACURA,AEROPUERTO,OK,
2025-03-03,18:30:00,VANESSA,Jose M Sierra + Greg Allensworht,HOTEL VITACURA,AEROPUERTO,OK,
2025-03-03,19:00:00,IMANOL,Hawkeye 1 persona,HOTEL VITACURA,AEROPUERTO,OK,
2025-03-03,20:45:00,TOMÁS,Melissa,HOTEL VITACURA,AEROPUERTO,OK,
